semana_inicio,venta_neta_total_eur,Yt_indexed,Yt_scaled,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_digital_perf,inv_digital_awareness,inv_offline,inv_crm,logadstock_digital_perf,logadstock_digital_awareness,logadstock_offline,logadstock_crm,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,time_trend
2021-02-08,2645131.22,0.9969498422955342,2.64513122,2653223.9715384617,30310.45,21636.43,17654.12,13984.54,5264.860000000001,12852.87,18166.47,10349.07,51946.880000000005,31638.66,41368.41,5264.860000000001,0.27918558789173437,0.06313805222164355,0.1821091000012888,0.31971738309387565,0.9377970568010313,1.0585540516456033,1.403902353237593,0.1704646079805071,0,1,0,0,0,0,0,0.0,-0.7877295177539213,1.3705851885069273,-0.6110450300925165,-0.7744355131658305
2021-02-15,2646821.62,0.9975869539823472,2.6468216200000003,2653223.9715384617,41592.42,33314.35,23934.32,11567.08,9051.36,18381.68,22988.56,16743.06,74906.76999999999,35501.4,58113.3,9051.36,-0.029284581472010702,-0.17449060904701394,-0.12931890539073365,0.0012292851059419743,1.0585540516456033,0.9377970568010315,1.403902353237593,-0.17046460798050667,0,0,0,0,0,0,0,0.0,-0.6310575432545902,1.2245892938243257,-0.5780729961409327,-0.7577809860009739
2021-02-22,2649383.16,0.998552398297444,2.64938316,2653223.9715384617,26044.06,25200.01,21808.01,10418.98,6717.73,15243.54,14313.23,14153.68,51244.07,32226.989999999998,43710.45,6717.73,-0.23634534216795058,-0.3308415877765749,-0.32426107037419244,-0.2840791853612783,1.1638749447610492,0.8033648691332378,1.3223126514448467,-0.5014870405393328,1,0,0,0,0,0,0,0.0,-0.4901943372664867,1.129135595923487,-0.5332667558726405,-0.7411264588361174
2021-03-01,2632623.72,0.9922357660870534,2.6326237200000002,2653223.9715384617,42828.22,39770.4,35306.77,13106.17,11210.59,21896.77,23594.69,16566.75,82598.62,48412.939999999995,62058.21,11210.59,-0.2233416423053094,-0.40543557117088097,-0.31959286385245383,-0.2728843701691104,1.2522239203637484,0.6572178126533428,1.1638749447610492,-0.8033648691332377,1,0,0,0,0,0,1,0.0,-0.3800048612255413,1.2067587575591405,-0.5082586217694078,-0.7244719316712608
2021-03-08,2666274.29,1.0049186644631327,2.66627429,2653223.9715384617,42112.6,30988.86,22259.26,11875.13,9047.29,19599.18,19372.5,14712.4,73101.45999999999,34134.39,53684.08,9047.29,-0.4021015581176848,-0.5114988416891828,-0.45759033422998746,-0.4161583551296468,1.3223126514448469,0.5014870405393331,0.9377970568010312,-1.0585540516456036,0,0,0,0,0,0,0,0.0142857142857142,-0.17260325642898736,1.0578134508627488,-0.5487479817460703,-0.7078174045064042
2021-03-15,2660038.27,1.002568308795125,2.66003827,2653223.9715384617,38960.96,28824.8,22555.5,11209.27,9673.48,13808.52,19688.49,14960.14,67785.76,33764.770000000004,48457.15,9673.48,-0.2936604815043652,-0.3718360202022567,-0.38699829811943837,-0.23801339850212125,1.373119086479104,0.3384434581237911,0.6572178126533432,-1.252223920363748,0,0,0,0,0,0,0,0.0714285714285714,-0.02961648452146457,0.809794713339505,-0.6786265353476814,-0.6911628773415475
2021-03-22,2654472.95,1.0004707399280786,2.65447295,2653223.9715384617,44045.98,35403.89,31256.83,16606.9,10575.55,24505.85,20474.75,14754.95,79449.87,47863.73,59735.55,10575.55,-0.28341435508921586,-0.4575760451279793,-0.4133131825359214,-0.23633172772417754,1.4039023532375932,0.1704646079805071,0.3384434581237904,-1.373119086479104,1,0,0,0,1,1,0,0.0,0.1494709080161736,0.7217145454731421,-0.5611031908565962,-0.6745083501766911
2021-03-29,2613702.64,0.9851044118542523,2.61370264,2653223.9715384617,41470.8,34882.56,26799.9,11353.89,8939.82,18822.91,27269.96,17918.5,76353.36,38153.79,64011.369999999995,8939.82,-0.3176456109686592,-0.5322436652405985,-0.4865017048625738,-0.1949553411480777,1.414213562373095,-1.5042796746621287e-16,-5.537976374676458e-16,-1.414213562373095,1,0,0,0,1,1,0,0.0,0.402411204195817,0.8602028459388236,-0.4605496516498475,-0.6578538230118345
2021-04-05,2661814.73,1.003237856492212,2.66181473,2653223.9715384617,33141.65,26553.96,24491.49,15049.27,7083.62,16653.29,17291.63,15245.42,59695.61,39540.76,49190.34,7083.62,-0.2520623166452333,-0.39559802755128665,-0.4328377973103289,-0.10513392335073281,1.4039023532375932,-0.17046460798050667,-0.33844345812379034,-1.373119086479104,1,0,0,0,0,0,0,0.0,0.5126006802367621,0.5885888123052597,-0.4854089278119894,-0.6411992958469778
2021-04-12,2651683.68,0.9994194641858416,2.65168368,2653223.9715384617,48967.23,45182.24,26715.04,17754.86,12408.45,28695.09,25090.15,19168.71,94149.47,44469.9,72953.95000000001,12408.45,-0.22446496866189758,-0.4210857266114143,-0.3482832908847131,-0.13661098194207744,1.373119086479104,-0.33844345812379023,-0.6572178126533419,-1.2522239203637489,0,0,0,0,0,0,0,0.0571428571428571,0.7372267641574909,0.2731357910121816,-0.5768821326122072,-0.6245447686821212
2021-04-19,2626359.81,0.989874898679253,2.62635981,2653223.9715384617,39438.32,34107.64,24519.81,15366.85,11344.16,19126.25,24547.9,20216.08,73545.95999999999,39886.66,63890.23,11344.16,-0.33479962082504605,-0.4223646980913621,-0.4265371756977576,-0.28069130969059963,1.3223126514448469,-0.5014870405393328,-0.9377970568010312,-1.0585540516456038,1,0,0,0,0,0,1,0.0428571428571428,0.8915392209685779,0.37502456967037956,-0.4037603471237563,-0.6078902415172647
2021-04-26,2630482.35,0.9914286838267652,2.6304823500000003,2653223.9715384617,52374.4,39002.15,33437.14,17269.93,8583.37,23740.7,30436.89,19089.92,91376.55,50707.07,73267.51,8583.37,-0.15000155278682567,-0.3556687308612818,-0.25654253878783295,-0.05733672025236463,1.2522239203637486,-0.6572178126533424,-1.1638749447610492,-0.803364869133238,1,0,0,0,0,0,0,0.0,0.982616603734755,-0.2385871933803708,-0.5864834698125557,-0.5912357143524081
2021-05-03,2658321.59,1.0019212921774494,2.65832159,2653223.9715384617,38352.79,31119.31,27822.03,12086.7,5473.05,18400.66,25207.06,21675.79,69472.1,39908.729999999996,65283.51,5473.05,-0.16493724486460912,-0.3652289644477529,-0.20991034570024442,0.050891419564459583,1.1638749447610492,-0.8033648691332377,-1.3223126514448469,-0.5014870405393336,1,0,0,0,0,0,0,0.0,1.0618963980597185,-0.004779259196296205,-0.6624010197687982,-0.5745811871875515
2021-05-10,2669164.22,1.0060078789550118,2.6691642200000003,2653223.9715384617,39536.78,32478.86,27055.289999999997,17843.13,7358.06,18443.47,20893.24,18171.52,72015.64,44898.42,57508.23000000001,7358.06,-0.03887667893297279,-0.22641046686150187,-0.08436614797396245,-0.03293992524680059,1.0585540516456038,-0.9377970568010312,-1.4039023532375934,-0.17046460798050767,0,0,0,0,0,0,0,0.0,1.2841629642922034,-0.3778798789407223,-0.552395001302792,-0.557926660022695
2021-05-17,2656669.73,1.0012987062149676,2.65666973,2653223.9715384617,31097.01,22296.38,27137.71,12345.97,7991.55,16992.75,15367.04,16219.13,53393.39,39483.68,48578.92,7991.55,-0.10712212923947863,-0.26114568909893926,-0.059800658594142936,-0.29918058131882086,0.9377970568010313,-1.0585540516456036,-1.4039023532375934,0.1704646079805074,0,0,0,0,0,0,0,0.0,1.269298002856273,-0.4710544857399956,-0.7141291542978065,-0.5412721328578384
2021-05-24,2687128.29,1.012778536160247,2.68712829,2653223.9715384617,48881.42,35244.62,29695.83,16355.18,11130.56,27092.46,28195.79,21281.33,84126.04000000001,46051.01,76569.58,11130.56,-0.1424296273074467,-0.22201681979133667,-0.11297514292580647,-0.39539278706653763,0.8033648691332378,-1.1638749447610492,-1.3223126514448469,0.5014870405393331,1,0,0,0,0,0,0,0.0,1.2702418099315698,-0.6014989352589776,-0.5723419654089419,-0.5246176056929818
2021-05-31,2654657.19,1.0005401799761018,2.65465719,2653223.9715384617,43783.28,35225.79,31839.16,16393.760000000002,10414.5,24544.16,23864.93,17817.43,79009.07,48232.92,66226.51999999999,10414.5,-0.31817822979840565,-0.26332765053478685,-0.2410720885966301,-0.4313742443791198,0.6572178126533432,-1.252223920363748,-1.1638749447610504,0.8033648691332363,1,0,0,0,0,0,0,0.0,1.3594315785471527,-0.8562208819044719,1.3862563944915698,-0.5079630785281253
2021-06-07,2670759.43,1.0066091135349462,2.6707594300000004,2653223.9715384617,34007.5,26294.57,23036.44,13373.38,9270.07,18870.83,23096.64,17097.68,60302.07,36409.82,59065.15,9270.07,-0.21554280879122684,-0.20836059656675526,-0.07779645230682228,-0.25498598114683985,0.5014870405393335,-1.3223126514448469,-0.9377970568010321,1.058554051645603,0,0,0,0,0,0,1,0.0,1.3686336975313005,-0.8694932359665264,1.758252389277158,-0.4913085513632687
2021-06-14,2662975.19,1.0036752338159691,2.66297519,2653223.9715384617,32553.22,29548.44,22255.28,11406.38,10879.82,14834.16,21227.57,11614.15,62101.66,33661.659999999996,47675.88,10879.82,-0.17454583244551802,-0.13591872105671032,-0.04577882423281284,-0.16262172521102075,0.33844345812379045,-1.373119086479104,-0.6572178126533424,1.2522239203637486,0,0,0,0,0,0,0,0.0142857142857142,1.4590032249910048,-1.0133441037300084,1.8675885470082565,-0.47465402419841213
2021-06-21,2659591.42,1.0023998910494714,2.65959142,2653223.9715384617,29719.97,23521.03,22013.03,8213.42,6601.93,14531.35,16779.11,11733.75,53241.0,30226.449999999997,43044.21,6601.93,-0.2892853284839609,-0.2349196620938168,-0.08704705859875621,-0.16182486066757762,0.170464607980507,-1.4039023532375932,-0.3384434581237909,1.373119086479104,1,0,0,0,0,0,0,0.0714285714285714,1.40874549823143,-1.0031552258641885,1.7701610245644126,-0.45799949703355536
2021-06-28,2629656.68,0.9911174888395132,2.62965668,2653223.9715384617,57240.98,55053.6,40703.16,15878.88,11256.62,32080.04,38800.11,23858.94,112294.58,56582.04,94739.09,11256.62,-0.36807989236631833,-0.3527085436416845,-0.22854075337767865,-0.059993761606667154,-4.869601055442753e-16,-1.414213562373095,8.107396792115883e-16,1.414213562373095,1,1,0,0,0,1,0,0.0,1.242635452979127,-1.1486148638170106,1.7063009678365142,-0.44134496986869903
2021-07-05,2680087.95,1.0101250323190625,2.6800879500000003,2653223.9715384617,86151.38,58594.49,48880.64,34688.21,20969.57,35571.91,45336.59,37573.76,144745.87,83568.85,118482.26000000001,20969.57,-0.5045185398400265,-0.49644931628597333,-0.38955450403772723,-0.248774642895128,-0.17046460798050678,-1.4039023532375932,0.33844345812378995,1.373119086479104,1,1,0,0,0,1,0,0.0,1.336780208740021,-1.221545779067088,1.841315120405753,-0.42469044270384243
2021-07-12,2663976.06,1.004052461675636,2.66397606,2653223.9715384617,76310.45,54124.9,53477.83,28941.98,22280.89,38990.56,41882.9,31255.370000000003,130435.35,82419.81,112128.82999999999,22280.89,-0.1386168516992915,-0.24938640668734394,-0.022289548640149145,-0.10461125245610473,-0.33844345812379023,-1.373119086479104,0.6572178126533416,1.252223920363749,0,1,0,0,0,1,0,0.0,1.2072426876554834,-1.6321843698961138,1.723642917973577,-0.4080359155389859
2021-07-19,2634503.87,0.9929443945406512,2.63450387,2653223.9715384617,64237.71,52226.89,37988.25,17438.02,10407.42,25712.59,36782.93,23704.02,116464.6,55426.270000000004,86199.54000000001,10407.42,0.37627744412406855,0.2827176314500377,0.46349604303646613,0.5802312061056735,-0.5014870405393332,-1.3223126514448469,0.9377970568010312,1.0585540516456033,1,1,0,0,0,1,0,0.0,1.1180529190398998,-1.416743228707004,1.7213356198866714,-0.3913813883741291
2021-07-26,2649642.4,0.99865010584222,2.6496424,2653223.9715384617,49461.27,39680.81,31890.48,16423.97,10621.37,29110.58,31587.21,20552.75,89142.07999999999,48314.45,81250.54000000001,10621.37,0.6624584595437133,0.6640226809159093,0.774738929222839,1.1461796428463684,-0.6572178126533419,-1.2522239203637489,1.1638749447610484,0.803364869133239,1,1,0,0,0,1,0,0.0,1.0611885427532455,-1.5537568231657906,1.8407941176119353,-0.37472686120927273
2021-08-02,2648706.02,0.9982971842607612,2.64870602,2653223.9715384617,36803.88,25873.69,21368.19,11497.8,8141.72,15306.47,17684.5,17348.23,62677.56999999999,32865.99,50339.2,8141.72,0.7893450633091439,0.6477270446061852,0.8061508346504506,0.9666308786943829,-0.8033648691332375,-1.1638749447610492,1.3223126514448467,0.5014870405393339,1,1,0,0,0,1,0,0.0,0.9594933303899748,-1.3580231167960952,1.8260571814439592,-0.3580723340444162
2021-08-09,2636053.94,0.99352861585654,2.63605394,2653223.9715384617,47025.96,38472.76,33219.08,20498.37,12183.12,25004.6,31568.45,21834.32,85498.72,53717.45,78407.37,12183.12,0.7061148742181724,0.5515045858444374,0.7910700103537148,0.8307300731025814,-0.937797056801031,-1.0585540516456038,1.403902353237593,0.17046460798050797,0,1,0,0,0,1,0,0.0,0.7476086419857583,-1.170601389737989,1.649288376398786,-0.34141780687955964
2021-08-16,2650913.82,0.9991293039851732,2.65091382,2653223.9715384617,39313.76,27154.73,26984.79,13068.22,9192.44,15933.71,20116.24,15899.41,66468.49,40053.01,51949.36,9192.44,0.45427046245797564,0.2863613171058334,0.5219443675779517,0.5819292360859892,-1.0585540516456033,-0.9377970568010313,1.403902353237593,-0.17046460798050697,0,0,0,0,0,1,0,0.0428571428571428,0.7041935165220887,-1.2956832719591715,1.7185073190059488,-0.32476327971470287
2021-08-23,2658961.01,1.002162289547765,2.6589610099999996,2653223.9715384617,38036.56,36072.28,25912.379999999997,18403.62,7644.04,19935.06,19120.85,19014.52,74108.84,44316.0,58070.43000000001,7644.04,0.40994602991778323,0.32582899160549944,0.5401749709520561,0.6060665929271121,-1.1638749447610492,-0.803364869133238,1.3223126514448467,-0.5014870405393328,1,0,0,0,0,1,0,0.0714285714285714,0.5298251593609358,-1.2424597915285076,1.8089385182185316,-0.3081087525498463
2021-08-30,2630292.02,0.9913569484580056,2.63029202,2653223.9715384617,38162.85,29523.0,26946.04,15904.73,5449.9,13810.09,16739.69,18716.47,67685.85,42850.770000000004,49266.25,5449.9,0.23638707374823217,0.1888371363954748,0.327101151040894,0.45601634923224427,-1.252223920363748,-0.6572178126533433,1.1638749447610501,-0.8033648691332362,1,0,0,0,0,1,0,0.0,0.3141652426555309,-1.2639100607197078,-0.010775382644383172,-0.2914542253849898
2021-09-06,2654202.17,1.000368682957802,2.65420217,2653223.9715384617,35818.28,33078.72,20893.09,14899.26,6450.8,23329.85,22339.14,18945.22,68897.0,35792.35,64614.21,6450.8,0.15097587783449842,0.1309928668463596,0.20612475145661513,0.2420170619005357,-1.3223126514448469,-0.5014870405393336,0.9377970568010318,-1.058554051645603,0,0,0,0,0,0,0,0.0,0.09826937418130206,-1.2537211828538875,-0.7837946707282407,-0.27479969822013317
2021-09-13,2659545.48,1.0023825762654603,2.65954548,2653223.9715384617,37993.75,39277.98,31552.31,15390.93,12171.11,20804.44,24447.38,19212.52,77271.73000000001,46943.240000000005,64464.34,12171.11,0.03337261808486745,0.06566613897021581,0.027122012648921622,-0.07020121482754403,-1.373119086479104,-0.33844345812379056,0.6572178126533424,-1.2522239203637486,0,0,0,0,0,0,0,0.0,-0.055571179092137095,-0.8499198653295572,-0.6181902112648686,-0.2581451710552766
2021-09-20,2645763.57,0.997188174983156,2.6457635699999997,2653223.9715384617,43042.74,29188.88,34259.68,11965.66,9075.31,17629.5,20473.53,20909.68,72231.62,46225.34,59012.71,9075.31,-0.053033327786555874,-0.07856269585069417,0.02303826558289646,-0.2669263115622058,-1.4039023532375932,-0.17046460798050767,0.33844345812379195,-1.3731190864791039,1,0,0,0,0,0,0,0.0,-0.15254735607892203,-0.7653253662067638,-0.5959359490718134,-0.24149064389042008
2021-09-27,2687229.3,1.0128166068248736,2.6872293,2653223.9715384617,43025.89,33129.25,26662.91,15456.58,9383.93,20923.31,24331.34,20270.22,76155.14,42119.49,65524.87,9383.93,-0.0583759374325283,-0.049814275512095205,0.018388523819218395,-0.06149587787294049,-1.414213562373095,-1.827918982236551e-16,4.206217685000614e-16,-1.414213562373095,1,0,0,0,0,0,0,0.0,-0.35735349141840883,-0.637160007789347,-0.5924377874561825,-0.2248361167255635
2021-10-04,2655858.21,1.000992844362103,2.65585821,2653223.9715384617,51894.28,47863.2,33732.35,20150.56,13182.31,30959.94,26727.55,23775.69,99757.48,53882.91,81463.18,13182.31,-0.10151064455598244,-0.036213032044448284,-0.03580333528404249,-0.09300001324686928,-1.4039023532375932,0.1704646079805074,-0.3384434581237912,-1.373119086479104,1,0,0,0,0,0,0,0.0,-0.5501260865478573,-0.519317591420195,-0.598987536864172,-0.20818158956070712
2021-10-11,2637151.9,0.9939424369330032,2.6371519,2653223.9715384617,42918.16,37372.07,26489.49,15573.83,7397.21,19208.32,22073.29,15167.58,80290.23000000001,42063.32,56449.19,7397.21,-0.10579624348617894,-0.07872308290173081,-0.018836223930486888,-0.09892400149625658,-1.373119086479104,0.3384434581237901,-0.6572178126533416,-1.252223920363749,0,0,0,0,0,0,0,0.0,-0.5996759580009592,-0.590371608116043,-0.6592005740353488,-0.19152706239585038
2021-10-18,2643021.59,0.9961547228398716,2.64302159,2653223.9715384617,53988.57,37320.88,35698.42,18303.19,13345.11,28863.89,32818.73,24423.7,91309.45,54001.61,86106.32,13345.11,0.07090435354696821,0.03957073109564423,0.14039379330450327,0.1303831633656411,-1.3223126514448469,0.5014870405393331,-0.9377970568010313,-1.0585540516456036,0,0,0,0,0,0,0,0.0,-0.7877295177539213,-0.14755761350021798,-0.6248888186139487,-0.1748725352309938
2021-10-25,2673883.66,1.007786635686681,2.67388366,2653223.9715384617,41400.15,33753.28,25424.0,13792.91,8873.86,21501.59,21367.08,13561.38,75153.43,39216.91,56430.049999999996,8873.86,0.06382969608935511,-0.018324051683439573,0.03935463418847545,-0.04171524595192635,-1.2522239203637489,0.6572178126533419,-1.1638749447610484,-0.8033648691332392,1,0,0,0,0,0,0,0.0,-0.9623338266838987,-0.020464768542361438,-0.588790767899461,-0.15821800806613745
2021-11-01,2635269.07,0.9932327983875214,2.6352690699999997,2653223.9715384617,42388.53,25553.98,32961.88,13999.34,10076.69,20212.65,25464.1,19222.41,67942.51,46961.22,64899.16,10076.69,0.14067927825123258,0.08851933872015669,0.22730208952293454,0.1843059461848356,-1.1638749447610501,0.8033648691332363,-1.3223126514448458,-0.5014870405393362,1,0,0,0,0,0,0,0.0,-1.1154665246508648,0.2658963251601528,-0.48362263251890164,-0.14156348090128087
2021-11-08,2635253.5,0.9932269300551956,2.6352535,2653223.9715384617,52616.33,31241.22,31329.96,13218.36,10637.25,27715.19,29961.15,19742.68,83857.55,44548.32,77419.01999999999,10637.25,0.08131605248822767,-0.015427365822127,0.10995003949757147,0.09315744722658018,-1.0585540516456033,0.9377970568010315,-1.4039023532375934,-0.1704646079805068,0,0,0,0,0,0,0,0.0,-1.1836565858410864,0.1362562607358401,-0.6376161725772015,-0.12490895373642412
2021-11-15,2619596.77,0.9873259091960628,2.61959677,2653223.9715384617,54069.63,46358.869999999995,42870.16,21942.77,11892.13,29914.64,29439.88,23147.03,100428.5,64812.93000000001,82501.55,11892.13,-0.021398129395703427,0.0007409070992972637,0.09202826286493475,0.09287634193781974,-0.937797056801032,1.058554051645603,-1.4039023532375934,0.17046460798050572,0,0,1,0,0,0,1,0.0,-1.237925492670674,0.6427507420130387,-0.5477804051289809,-0.10825442657156756
2021-11-22,2656401.63,1.0011976593365752,2.65640163,2653223.9715384617,45912.02,39890.49,35543.14,19225.48,12351.3,25554.47,31035.01,22403.89,85802.51,54768.619999999995,78993.37,12351.3,0.01714043283051291,-0.01746207555494802,0.19086402721588325,0.12666309595430197,-0.803364869133238,1.1638749447610492,-1.3223126514448469,0.5014870405393328,1,0,1,0,0,0,1,0.0,-1.3740696632822913,0.5639210027353803,-0.6329271474328453,-0.0915998994067108
2021-11-29,2650310.8,0.9989020257732812,2.6503107999999997,2653223.9715384617,43866.27,34835.409999999996,34445.9,16894.67,11274.99,21935.7,20451.23,14346.34,78701.68,51340.57,56733.270000000004,11274.99,0.17168223523487983,0.2249824400174755,0.31360986184895917,0.22870773988964102,-0.6572178126533423,1.2522239203637486,-1.163874944761049,0.8033648691332382,1,0,1,1,0,0,1,0.0,-1.4474506633866469,0.9383622643042568,-0.607398010535795,-0.07494537224185463
2021-12-06,2650720.46,0.9990564266095447,2.65072046,2653223.9715384617,53411.48,44053.14,42308.05,19630.4,16569.04,25671.02,32643.42,20200.01,97464.62,61938.450000000004,78514.45,16569.04,0.18551815968808713,0.2900247373181469,0.37966640442009025,0.33607503170792885,-0.5014870405393337,1.3223126514448469,-0.9377970568010323,1.058554051645603,0,0,0,1,0,0,0,0.0,-1.4722255991131976,0.8855409764209282,-0.6769890979956839,-0.058290845076997874
2021-12-13,2639445.34,0.9948068343697074,2.63944534,2653223.9715384617,73109.52,46290.47,49934.45,23536.63,13932.96,34207.630000000005,31821.04,21850.85,119399.99,73471.08,87879.52000000002,13932.96,0.14399264508433804,0.2996476926033057,0.23716484230374926,0.358223710223377,-0.3384434581237908,1.373119086479104,-0.6572178126533428,1.2522239203637486,0,0,0,1,0,0,0,0.0,-1.4139455122135969,1.0091481526352153,-0.44834330048041243,-0.04163631791214131
2021-12-20,2671928.92,1.0070498942653123,2.67192892,2653223.9715384617,43091.35,41492.02,28697.23,17838.18,7581.71,20461.09,26404.22,15534.09,84583.37,46535.41,62399.399999999994,7581.71,0.2492692362756536,0.43583610621850455,0.3150370646735667,0.6762500107146294,-0.17046460798050792,1.4039023532375932,-0.33844345812379245,1.3731190864791039,1,0,0,1,0,1,0,0.0,-1.385867251723506,1.175521803049457,-0.5902793473103678,-0.024981790747284554
2021-12-27,2790771.71,1.0518417366709458,2.79077171,2653223.9715384617,71381.58,57036.82,51182.61,25832.22,15806.77,41673.9,34831.979999999996,30413.71,128418.4,77014.83,106919.59,15806.77,0.4884901251329787,0.6771085876074681,0.45751829171364744,0.777437772925856,8.775772111349588e-16,1.414213562373095,1.720431223664411e-15,1.414213562373095,1,0,0,0,0,1,0,0.0,-1.378552746889953,1.1349003557686226,-0.5575306002704199,-0.008327263582427993
2022-01-03,3081462.18,0.9960884571258004,3.0814621800000004,3093562.7834615386,58352.52,48767.51,38044.29,21764.96,12601.26,31528.74,33845.74,23616.38,107120.03,59809.25,88990.86,12601.26,0.43103594990322597,0.5544969879541756,0.3506445623853005,0.5057873014349776,0.170464607980507,1.4039023532375932,0.3384434581237905,1.373119086479104,1,1,0,0,0,0,0,0.0,-1.368878724368157,1.508269103877939,-0.7200834719414334,0.008327263582428378
2022-01-10,3106483.71,1.0041767138548272,3.10648371,3093562.7834615386,55518.91,37100.46,32614.88,24748.9,11967.51,25922.23,28287.08,21379.47,92619.37,57363.78,75588.78,11967.51,0.690620871421685,0.8086831585772607,0.6458949877053972,0.7471279246665291,0.3384434581237906,1.373119086479104,0.6572178126533424,1.2522239203637486,0,1,0,0,0,0,0,0.0,-1.346699258098673,1.170561428298992,-0.7179250317956186,0.02498179074728494
2022-01-17,3074738.36,0.9939149696388332,3.07473836,3093562.7834615386,60119.04,53718.35,32969.45,29471.64,16501.77,26264.8,37369.8,33948.24,113837.39,62441.09,97582.84,16501.77,0.7486961549558433,0.8136641777679154,0.7267887004592525,0.7609546595380026,0.5014870405393332,1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,0,0,0.0,-1.1534547594315763,1.5299875014340278,-0.6166272028834168,0.041636317912141695
2022-01-24,3091825.26,0.9994383422664548,3.09182526,3093562.7834615386,63390.15,45911.35,31796.08,19886.86,7371.24,27346.86,32100.51,29171.05,109301.5,51682.94,88618.42,7371.24,0.6968827893136639,0.7900244586814879,0.6808327252979409,0.7373328262240898,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332378,1,1,0,0,0,0,0,0.0,-1.0210858171211477,1.3593237971815466,-0.6603914375640741,0.05829084507699807
2022-01-31,3091341.22,0.9992818754242148,3.0913412200000003,3093562.7834615386,62391.56,42919.66,39341.34,16366.43,10330.59,29351.29,41079.96,21634.22,105311.22,55707.77,92065.47,10330.59,0.7987851999069396,0.8284330827591474,0.8242472537842963,0.9629350155390141,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393331,1,1,0,0,0,0,0,0.0,-0.9002785114831092,1.4924495303494296,-0.6135011861205125,0.07494537224185482
2022-02-07,3113532.81,1.0064553487148291,3.11353281,3093562.7834615386,43997.09,38529.36,31630.08,19203.17,8722.35,26254.99,24541.27,20802.01,82526.45,50833.25,71598.27,8722.35,0.8490799330120238,0.7373621851165013,0.8650454026330233,0.6494976096143824,0.9377970568010313,1.0585540516456033,1.403902353237593,0.1704646079805071,0,1,0,0,0,0,0,0.0,-0.8042461415716218,1.279555608626774,-0.57859399893475,0.09159989940671119
2022-02-14,3046888.84,0.984912559812569,3.04688884,3093562.7834615386,54780.74,40411.79,38620.14,16439.3,13417.64,23088.59,27302.03,25609.49,95192.53,55059.44,76000.11,13417.64,0.8626448611373672,0.7098554713685626,0.924967496335494,0.5562352377724311,1.0585540516456033,0.9377970568010315,1.403902353237593,-0.17046460798050667,0,0,0,0,0,0,0,0.0,-0.6107656911357009,1.5035768574923636,-0.6222838046448621,0.10825442657156795
2022-02-21,3118630.85,1.008103299752789,3.11863085,3093562.7834615386,29701.39,26326.04,21226.14,10813.19,5897.49,13881.99,14825.13,13269.61,56027.43,32039.33,41976.729999999996,5897.49,0.7209313794751477,0.6313836515629279,0.8088003072599412,0.38799312031453603,1.1638749447610492,0.8033648691332378,1.3223126514448467,-0.5014870405393328,1,0,0,0,0,0,0,0.0,-0.568530324516152,1.1921457616726363,-0.5078864769166811,0.1249089537364247
2022-02-28,3085441.55,0.9973747959779722,3.0854415499999996,3093562.7834615386,48337.86,30776.9,29968.76,15677.86,10859.79,19803.68,25098.88,17657.98,79114.76000000001,45646.619999999995,62560.53999999999,10859.79,0.6920407831851572,0.6172891189586471,0.7503848190225757,0.5224993316139422,1.2522239203637484,0.6572178126533428,1.1638749447610492,-0.8033648691332377,1,0,0,0,0,0,1,0.0,-0.37646558469317676,1.015315105027685,-0.5567118815944213,0.14156348090128107
2022-03-07,3120569.43,1.0087299493913109,3.12056943,3093562.7834615386,36889.32,30620.61,26696.25,16212.13,8309.55,19573.76,19304.57,14057.62,67509.93,42908.38,52935.950000000004,8309.55,0.39523904325761783,0.33129650709045994,0.4161448963616145,0.19343560705665128,1.3223126514448469,0.5014870405393331,0.9377970568010312,-1.0585540516456036,0,0,0,0,0,0,0,0.0,-0.23631023401154677,1.0788615275066133,-0.5911724949569118,0.15821800806613784
2022-03-14,3074141.12,0.9937219106832522,3.07414112,3093562.7834615386,48807.37,39074.05,32066.16,22331.89,12077.81,23291.29,27224.71,22228.51,87881.42000000001,54398.05,72744.51,12077.81,0.3164284660924075,0.26275214932393615,0.3184020910757572,0.22008497951823908,1.373119086479104,0.3384434581237911,0.6572178126533432,-1.252223920363748,0,0,0,0,0,0,0,0.0857142857142857,0.012382930329259172,0.9771068130308614,-0.5815711577565635,0.1748725352309942
2022-03-21,3081590.36,0.9961298915523732,3.08159036,3093562.7834615386,60051.43,44583.14,31927.34,16882.35,11038.15,32749.84,38067.77,17866.559999999998,104634.57,48809.69,88684.17,11038.15,0.16728203501628103,0.1731509223901978,0.1529126393303391,0.08795498763410567,1.4039023532375932,0.1704646079805071,0.3384434581237904,-1.373119086479104,1,0,0,0,0,0,1,0.0,0.26909845481009104,0.6931588746123573,-0.7168830262079839,0.19152706239585096
