semana_inicio,venta_neta_total_eur,Yt_indexed,Yt_scaled,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_digital_perf,inv_digital_awareness,inv_offline,inv_crm,logadstock_digital_perf,logadstock_digital_awareness,logadstock_offline,logadstock_crm,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,time_trend,logadstock_digital_perf__C1,logadstock_digital_awareness__C1,logadstock_offline__C1,logadstock_crm__C1,logadstock_digital_perf__C2,logadstock_digital_awareness__C2,logadstock_offline__C2,logadstock_crm__C2,logadstock_digital_perf__C3,logadstock_digital_awareness__C3,logadstock_offline__C3,logadstock_crm__C3,logadstock_digital_perf__C4,logadstock_digital_awareness__C4,logadstock_offline__C4,logadstock_crm__C4,logadstock_digital_perf__C6,logadstock_digital_awareness__C6,logadstock_offline__C6,logadstock_crm__C6,logadstock_digital_perf__C7,logadstock_digital_awareness__C7,logadstock_offline__C7,logadstock_crm__C7,logadstock_digital_perf__C8,logadstock_digital_awareness__C8,logadstock_offline__C8,logadstock_crm__C8,logadstock_paid_search__C9,logadstock_social_paid__C9,logadstock_video_online__C9,logadstock_display__C9,logadstock_email_crm__C9,logadstock_radio_local__C9,logadstock_exterior__C9,logadstock_prensa__C9,logadstock_digital_perf__C10,logadstock_digital_awareness__C10,logadstock_offline__C10,logadstock_crm__C10
2022-10-03,3079041.46,0.9953059548236192,3.07904146,3093562.7834615386,42601.63,39119.12,25945.2,14094.73,8781.26,20152.27,24891.78,18592.85,81720.75,40039.93,63636.9,8781.26,0.2577159565900882,0.359828842560069,0.38729752076745383,0.24060372768653487,-1.4039023532375932,0.1704646079805074,-0.3384434581237912,-1.373119086479104,1,0,0,0,0,0,1,0.0,-0.49467742087414834,-0.49062785637696543,-0.5061001816235929,0.6578538230118347,0.5082668918941033,0.5506780323040796,0.5610525359786939,0.44735300974637277,0.5083973198182771,0.5510904676833287,0.5618518958934263,0.44668509168435727,0.2824540078452532,0.316955530644261,0.35372955877302803,0.18237012068496683,0.11825070792504841,0.12808050822793607,0.1725143582258212,0.19206486540813622,0.5082668918941033,0.5506780323040796,-0.0770499153710626,0.13100952223478163,0.42566059859141353,0.5111558010220565,0.3912315453907834,-0.24234895667991768,-0.10900157950573587,0.11285253370305694,0.5114713756262546,0.25049753516674217,0.5203600460489783,0.49201628570797884,0.48494641361963775,0.6685954041377332,0.44735300974637277,0.5312878664788856,0.592761649923151,0.5538339393221584,-0.4465726400726831,-0.718481775328704,0.1274192514842557,0.18674876858206393
2022-10-10,3111112.04,1.005672830250054,3.11111204,3093562.7834615386,40288.08,37552.12,24367.51,16350.49,9110.26,19289.42,17950.22,18483.94,77840.20000000001,40718.0,55723.58,9110.26,0.1779525345813553,0.2688756657802661,0.285580773830596,0.29223608436983,-1.373119086479104,0.3384434581237901,-0.6572178126533416,-1.252223920363749,0,0,0,0,0,0,0,0.0,-0.5741931669679351,-0.41032341109241166,-0.5917679267212744,0.6745083501766914,0.559965844845086,0.5963868860693468,0.571092391953099,0.4848905755709885,0.5608228946817994,0.5975577031889009,0.5720617901208017,0.4847561435765002,0.30017710025568545,0.33199501305347084,0.3212875283514559,0.184750342006629,0.18377792105455065,0.1861788306607658,0.18424712255674006,0.24059144929396337,0.559965844845086,0.5963868860693468,-0.26749012567488023,0.04978449337639128,0.5123704094068462,0.581498784767052,0.3201616791825405,-0.28735802460947835,-0.16297413228343632,0.005641257890768048,0.400705567869571,-0.22976356694925715,0.6090760646186203,0.49487285040873735,0.5480845591915643,0.6830134130066445,0.4848905755709885,0.5827958117282669,0.5729731269773116,0.5520079772211194,-0.5271261406884351,-0.9009089758902614,0.14700353564095922,0.24875280502992347
2022-10-17,3120931.47,1.008846979503625,3.1209314700000004,3093562.7834615386,49532.369999999995,37322.08,30265.19,16403.3,8383.71,28393.5,26657.07,22889.34,86854.45,46668.49,77939.91,8383.71,0.16032868044539939,0.14211349403946896,0.22209465029222714,0.1753632647976522,-1.3223126514448469,0.5014870405393331,-0.9377970568010313,-1.0585540516456036,0,0,0,0,0,0,0,0.0,-0.7910328425174613,-0.19769761773464695,-0.6388070361059268,0.6911628773415475,0.4770892994746593,0.519264373378366,0.5219482505083407,0.4163311439091013,0.4767938696604511,0.5191695734771147,0.5220964232950173,0.4152331209382758,0.27604725913449546,0.32055099905718953,0.35824399804696366,0.1877643021303588,0.07527188720798071,0.08374253014272645,0.11896068237897703,0.14987643820215585,0.4770892994746593,0.519264373378366,0.06413191740416001,-0.06431290307352086,0.38274114626413763,0.45718132449477494,0.35371342326626265,-0.4660417728807985,0.06626330602829644,-0.16884716876066977,0.30228932432913064,-0.2549640644867019,0.5068293738508315,0.43778079941557696,0.4955397394909213,0.5617233819048273,0.4163311439091013,0.5673008426435002,0.517033260363345,0.4699844382652576,-0.5004929249693646,-0.9013858917832882,0.02103561649537568,0.13270129831527067
2022-10-24,3103637.95,1.0032568165715996,3.10363795,3093562.7834615386,54075.95,44897.36,38687.3,18867.56,14171.07,31176.58,27391.8,19303.75,98973.31,57554.86,77872.13,14171.07,0.11728505603511367,0.04744736546117159,0.09928293514706622,0.10028030958482283,-1.2522239203637489,0.6572178126533419,-1.1638749447610484,-0.8033648691332392,1,0,0,0,0,0,0,0.0,-0.8450657975782248,-0.0439260004702359,-0.5530648620376998,0.7078174045064046,0.43235134581063595,0.47383648963451186,0.4735960290995893,0.43435635741986,0.4314611658403127,0.4730284238032217,0.47296355586653893,0.4335070557825555,0.27292639454251344,0.3188219905163912,0.3484009041579587,0.288810335274766,0.01625654092299034,0.02293702667352664,0.054834273037663576,0.17292191603548743,0.43235134581063595,0.47383648963451186,0.25407635334271683,0.22430010215950133,0.31922682667618585,0.3884960135223663,0.3834591507856747,0.7119942830653961,0.4459688647731064,-0.2580981816965317,0.2408629284299304,-0.4297928628733036,0.44975614014160326,0.40932621429212224,0.43626842416159894,0.5415140547136423,0.43435635741986,0.49788031191745147,0.43261990472191564,0.49601448863222636,-0.3514911511410745,-0.6372401889690638,-0.09805387972853583,0.1622404476960706
2022-10-31,3145788.8,1.0168821582731944,3.1457887999999996,3093562.7834615386,71965.47,53748.83,52173.27,28034.29,10686.91,38678.24,36883.19,27538.11,125714.3,80207.56,103099.54,10686.91,0.1499537988976793,0.04721722018138733,0.20123715733351102,-0.005190112339505424,-1.1638749447610501,0.8033648691332363,-1.3223126514448458,-0.5014870405393362,1,0,0,0,0,0,0,0.0,-1.0675683155795337,0.10810278242239103,-0.6840598501974909,0.724471931671261,0.41209545891735827,0.40950765697910363,0.43800935614352476,0.38023826402722316,0.4109423580103679,0.40773084297097645,0.4368197875293275,0.3786521745960241,0.2997640942063392,0.2752424062598574,0.34996507401631055,0.260961391096349,-0.010973509600007382,-0.06242675205927166,0.007457490204207986,0.10129955851168009,0.41209545891735827,0.40950765697910363,0.8197399812572969,0.2271350263310354,0.2968744366832092,0.2930163040969622,0.5187933229909086,0.3003880217127796,1.1846393657523369,-0.1554708527577847,0.12203508907293142,0.7666971178963318,0.41019103572482357,0.4142756347588801,0.3752512440129934,0.47139952192083767,0.38023826402722316,0.4427734284858439,0.41151080699374687,0.46585779656317805,0.03853004038641132,0.06791547109116895,-0.1804354799853224,0.07032069361251558
2022-11-07,3079175.31,0.995349222088378,3.07917531,3093562.7834615386,81249.0,68051.73,64142.79,29755.53,20753.06,46990.76,47921.36,31037.51,149300.72999999998,93898.32,125949.62999999999,20753.06,0.26496992588625834,0.18468938630540005,0.28100440843194946,0.2615987922620584,-1.0585540516456033,0.9377970568010315,-1.4039023532375934,-0.1704646079805068,0,0,0,0,0,0,0,0.0,-1.1364662320762278,0.43830286378441824,-0.45541405268221935,0.7411264588361177,0.38126458033015737,0.3547086467872435,0.3748601629066551,0.33988727352032894,0.379718946440164,0.35214510417709916,0.3727187311854294,0.33777134816422694,0.32745486214006897,0.2641423828265022,0.3219358744306261,0.27306219737247445,-0.051783277003161515,-0.13518524428935266,-0.07571803599062991,0.047814473891067986,0.38126458033015737,0.3547086467872435,1.5054781591615216,0.8446611287369676,0.2579520837545756,0.21651490902634454,0.7330926279141456,1.981297508442737,1.8821857917634692,0.1790588410157173,0.22068208507364093,0.29808180237056014,0.361071959241052,0.4071519617469762,0.30618021094414766,0.4424772085068855,0.33988727352032894,0.383005030382443,0.31910692443870475,0.43707456627578906,0.5644150127054334,0.8332731891370293,-0.330758731282751,0.0014719241610456966
2022-11-14,3085428.87,0.9973706971440752,3.0854288700000003,3093562.7834615386,71997.07,55251.12,56940.53,26683.94,16704.66,37822.9,37069.96,29503.1,127248.19,83624.47,104395.95999999999,16704.66,0.5447603389872203,0.5645720738919624,0.5607123494415129,0.2642193166856045,-0.937797056801032,1.058554051645603,-1.4039023532375934,0.17046460798050572,0,0,1,0,0,0,1,0.0,-1.255385923563672,0.4837506216332726,-0.5224745551435669,0.7577809860009744,0.3825961776585696,0.3380449502498601,0.4046729801254805,0.2837207078945005,0.3810673060939728,0.3352492486915233,0.40297505086559277,0.2808952605807887,0.3227995728952476,0.2366818564153285,0.3591708299093494,0.187185961771169,-0.050897306679585565,-0.15799969472153252,-0.03770882709595626,-0.026374438767577005,0.3825961776585696,0.3380449502498601,1.5581085864826991,1.0761859371065312,0.2709427289132318,0.20316750122059982,0.8329365825548574,1.7217148081711102,1.6331300340460504,0.8867443380124076,0.2978614403218939,1.9960074371703391,0.36973058035882567,0.39902985875062214,0.29437422859667856,0.4171349183446532,0.2837207078945005,0.4309114206571797,0.32783668878957734,0.4717173872994883,0.789917009679476,1.1993507647954396,-0.23689259030740215,-0.09427303841004495
2022-11-21,3111419.92,1.0057723530402962,3.11141992,3093562.7834615386,53355.01,39603.08,50553.99,22415.74,10420.98,30149.39,28616.72,24980.06,92958.09,72969.73,83746.17,10420.98,0.9167595419617625,1.003810024086826,0.9591160657930975,0.8350294854866404,-0.803364869133238,1.1638749447610492,-1.3223126514448469,0.5014870405393328,1,0,1,0,0,0,1,0.0,-1.3216883706032985,0.6465045391214986,-0.676542524172412,0.7744355131658308,0.42283774686867237,0.38326575975336497,0.4311033381771779,0.38832163235754186,0.4218235852636313,0.38110775895059285,0.42980738127971024,0.3868436928321893,0.3217266729423002,0.24645290099362174,0.3418780465789048,0.2682545402599107,0.0004226142452362205,-0.09984630032958858,-0.004008044661544825,0.11053641451010275,0.42283774686867237,0.38326575975336497,1.2618657578496741,0.9013966554997342,0.34349020159007143,0.28679601979543534,0.8382573462649336,0.5374834237717058,0.7874949738389958,1.5470011177762475,0.5684922329826992,1.6622439866064742,0.4034568908478961,0.4475970113001407,0.3560414921800481,0.43250054163247775,0.38832163235754186,0.5042919789771523,0.34346686342552074,0.4536538705105268,0.6863106259745143,1.2990620934732175,-0.15900898857244894,0.08219387509364783
2022-11-28,3069111.39,0.9920960409815318,3.06911139,3093562.7834615386,94910.56,73849.24,70707.37,34201.840000000004,17747.2,46207.46,44433.68,33223.36,168759.8,104909.20999999999,123864.5,17747.2,1.0591715926901195,1.226420989498653,1.0957478331458064,1.0490326967712447,-0.6572178126533423,1.2522239203637486,-1.163874944761049,0.8033648691332382,1,0,1,1,0,0,1,0.0,-1.4181926440524344,0.5540002532344512,-0.7217209092934309,0.7910900403306876,0.5434612823309707,0.5460432446782119,0.551346807856498,0.3891811787691184,0.5440835986834396,0.5463801248560555,0.5519828931939573,0.3877147787397789,0.3157762831401428,0.2897428248121504,0.3376344191050656,0.1429957758854303,0.15594486979955272,0.11228326835245193,0.15212601534982206,0.11129498501023544,0.5434612823309707,0.5460432446782119,1.7165849788709096,1.17827866415682,0.5365693183516854,0.5472847968703578,1.0035085311412892,1.5518421997555754,2.162789073810997,1.7190076765198126,0.9539602561717659,0.4528139291019346,0.5340707966564603,0.555069580339136,0.5236457994955228,0.5860055495060835,0.3891811787691184,0.6501869201248929,0.4568410754907535,0.5496946565586264,1.2198719208663218,1.8688166124763896,0.14415593472015975,0.0831687179804178
2022-12-05,3106167.95,1.004074643839734,3.10616795,3093562.7834615386,54322.03,45202.16,47918.21,21134.15,17446.89,35656.82,36639.92,28063.11,99524.19,69052.36,100359.84999999999,17446.89,0.9507434093646547,1.2886945752140224,1.0438863805811982,0.887471644141677,-0.5014870405393337,1.3223126514448469,-0.9377970568010323,1.058554051645603,1,0,0,1,0,0,0,0.0,-1.423619534735393,0.7682348167815559,-0.5622196254147763,0.807744567495544,0.722067883808757,0.7592956970918895,0.7417280317800136,0.6506509216615778,0.7253666074460808,0.7633628479300291,0.7457632982273787,0.6530409723031426,0.3000375867555751,0.3106725594595064,0.33449053861630085,0.1970876710170091,0.386900229880653,0.391106269028002,0.4001221640523144,0.45457491215871176,0.722067883808757,0.7592956970918895,1.6227189351986648,1.3756696244906668,0.8068053500982618,0.8675624439651589,1.0572249892464745,1.7320437444821914,1.124316897427743,1.618140852057943,1.0861540440731314,1.54373190775766,0.6993816976317947,0.7504746311883909,0.7657120907847919,0.7457661693665603,0.6506509216615778,0.8641005524653528,0.6682367230435574,0.681078067289566,1.114495193042401,1.773333341740283,0.5813503123614596,0.5196951832294289
2022-12-12,3078071.88,0.994992536261312,3.07807188,3093562.7834615386,62702.31,55018.58,45320.82,24925.84,12400.34,40999.04,41870.56,24989.8,117720.89,70246.66,107859.40000000001,12400.34,1.3456196971331897,1.65988333067304,1.309395158263559,1.1433980252828928,-0.3384434581237908,1.373119086479104,-0.6572178126533428,1.2522239203637486,0,0,0,1,0,0,0,0.0,-1.4516977952254841,1.2465758197453047,-0.7881115510198704,0.8243990946604007,0.8124310282344249,0.8930731384211519,0.8304192640537589,0.7766729024330293,0.8171966408681752,0.8997404659619778,0.8361774462364013,0.7811631001902053,0.28623996331988344,0.3490684542672107,0.3210939447866527,0.22108573733267098,0.503651233929442,0.5661488912369044,0.5155492602454657,0.6200553424145565,0.8124310282344249,0.8930731384211519,1.6812172318116025,1.2578740679708784,0.9271598978778424,1.0490604368691963,1.1342328563207706,0.9164403229616533,1.1967847209328024,2.147743682401748,1.0359772197866475,1.689861459187987,0.7951633761978071,0.8336529873056147,0.91962135068931,0.8417285533350252,0.7766729024330293,0.9579398866383944,0.7460110373835779,0.7768591387131486,1.1665930704338408,1.713338526921215,0.7511989383096447,0.72588943737536
2022-12-19,3118972.68,1.0082137969445149,3.11897268,3093562.7834615386,65864.25,53353.96,48689.34,21736.5,11342.42,39749.92,39863.85,32133.88,119218.20999999999,70425.84,111747.65,11342.42,1.2260839366598708,1.5957133336998839,1.3415725523379651,1.3258465884688084,-0.17046460798050792,1.4039023532375932,-0.33844345812379245,1.3731190864791039,1,0,0,1,0,1,1,0.0,-1.3901143835623433,1.2613228798142546,-0.507216616181773,0.8410536218252571,0.7904014978501361,0.9582013011853333,0.8351455312141881,0.7332139807537061,0.7948026049169169,0.9662054788887255,0.8409979742836179,0.7369625226027476,0.24753943749510285,0.43375299369484427,0.318307030589367,0.15628866072267295,0.4745948567037503,0.6512021833296461,0.5212784791382812,0.5626255059770418,0.7904014978501361,0.9582013011853333,1.7748341590863135,1.1029260996214145,0.8715494571713789,1.119870280058365,1.217575982414976,0.48730884887077525,1.2516306244748168,1.8109252545758936,1.2928601432654958,0.8447890886680599,0.7816950820667655,0.800590707584715,1.006391760958975,0.8660038546571609,0.7332139807537061,0.9643260923225547,0.7322894047558168,0.803622539947585,1.221873197407216,1.667436151057021,0.7286151591590948,0.6546996061415818
2022-12-26,3122698.54,1.0094181882114124,3.12269854,3093562.7834615386,73539.43000000001,65735.95,63992.15,35650.619999999995,16412.41,39931.32,42563.62,30854.31,139275.38,99642.76999999999,113349.25,16412.41,1.2432370812423204,1.5558214286177607,1.422460826979951,1.216968391523658,8.775772111349588e-16,1.414213562373095,1.720431223664411e-15,1.414213562373095,1,0,0,0,0,1,1,0.0,-1.4139455122135969,1.1925479542199713,-0.5949683724547239,0.8577081489901138,0.9945841590453054,1.1704924971734822,0.9819250664064291,0.8747803333510329,1.0025315783212507,1.1831698627710658,0.9908266264172563,0.8810114119338431,0.2623368839248363,0.4606644610734176,0.2864247853110252,0.1202530644057362,0.739419511094019,0.930145134030575,0.7129393860635981,0.748697458106443,0.9945841590453054,1.1704924971734822,1.8542233477211147,1.2606435757500072,1.1659495874778936,1.4105839583794424,1.2976682036353167,1.3170158116656954,1.6964760769693903,1.6222355040537302,1.3239919463466727,0.4492301504438955,0.9867178428366998,1.003223043985269,1.2316496059382918,1.0530213180730406,0.8747803333510329,1.1291091892297147,0.8741688574551728,0.9324839855743872,1.417553845619481,2.0565242669446375,1.0170084827095998,0.8837974317590486
2023-01-02,3398300.25,1.002850342748946,3.39830025,3388641.460384615,78896.2,67969.64,50637.54,27456.79,23138.52,40726.14,38822.79,35155.26,146865.84,78094.33,114704.19,23138.52,1.2662307059954085,1.5255168435999753,1.5145820194138828,1.0737489611658133,0.170464607980507,1.4039023532375932,0.3384434581237905,1.373119086479104,1,1,0,0,0,0,0,0.0,-1.301396518484409,1.3453811222072676,-0.6388070361059268,0.8743626761549702,0.9743728862102515,1.187022471528201,1.0296338844825195,0.9920452528990531,0.9819526335268023,1.2000836616443329,1.039576775113424,1.0004766168639823,0.21586065238761704,0.46478206321060517,0.32232823712170544,0.24147594313429271,0.7127864417578871,0.9514940051030117,0.7750596842262578,0.902908232729666,0.9743728862102515,1.187022471528201,1.9213686350508334,1.7373538025869972,1.1062155754294527,1.3970911641143655,1.3739147251444321,2.526364377055328,1.975899388272489,1.5095728631350285,1.402251592703411,1.318028328856827,0.9597893447638185,0.9917658005630202,1.2646752672164652,1.037979383530764,0.9920452528990531,1.17201755977732,0.9250399640534227,0.9818599398853408,1.5344588815668643,1.9721735059111398,1.0790370913417746,1.0700017439141554
2023-01-09,3371977.46,0.9950823949422126,3.37197746,3388641.460384615,78148.56999999999,49074.37,33196.65,23002.77,11910.38,35100.18,35535.05,28808.58,127222.94,56199.42,99443.81000000001,11910.38,1.4075290766080617,1.7885966829014859,1.5987289866430225,1.2195282519904864,0.3384434581237906,1.373119086479104,0.6572178126533424,1.2522239203637486,0,1,0,0,0,0,0,0.0,-1.1213653188714727,1.5494268078885522,-0.5055047498592301,0.8910172033198266,1.0089599549881634,1.2075110534134734,1.098026462044315,0.9763545437561373,1.0171710889967653,1.2210519327101366,1.1095045428735935,0.9844840387847352,0.2089817784310132,0.44543255213203986,0.35388316668090114,0.17618462880596128,0.7574251944948165,0.9781095949372508,0.8643457229974463,0.8820649740118578,1.0089599549881634,1.2075110534134734,1.7342602290779872,1.5279848652573604,1.1356761550091077,1.39409931317069,1.3853570101426675,1.0697676788371737,1.6619954319647612,1.9940294383460218,1.4913787799709675,2.498962119356416,0.9786163230192629,1.0466141884023414,1.2755529374947252,1.076796862883703,0.9763545437561373,1.2614311284354867,1.0196429551945907,0.9877061699344973,1.5058988319205346,1.601331541170925,1.1834179996950898,1.0450427512473925
2023-01-16,3384541.33,0.998790037118843,3.3845413300000002,3388641.460384615,50623.119999999995,35080.16,35968.63,17060.78,11514.36,31110.84,38527.8,24724.74,85703.28,53029.409999999996,94363.38,11514.36,1.5634090106068923,1.7875131857801374,1.6747775798262108,1.6601452465499205,0.5014870405393332,1.3223126514448469,0.9377970568010312,1.0585540516456033,0,1,0,0,0,0,1,0.0,-1.16737591379221,1.3676357764931377,-0.637765030518292,0.9076717304846833,1.0442077496517501,1.2267300801520786,1.1720419405818951,0.9368243732563254,1.0530731864278493,1.2407248835404876,1.1852371343527672,0.9442035401384392,0.2020544606511161,0.4232297214353636,0.39123132057643895,0.0831859030451277,0.8029696887373055,1.0030976116708128,0.9610866431001575,0.829845198721423,1.0442077496517501,1.2267300801520786,1.5406432934164531,1.334193576612572,1.1671647817461874,1.3928300751138956,1.3767824267198168,0.562720101920926,0.6223062843552537,1.8826492541909388,1.5727905976256558,0.9553806672339755,1.0116591696325887,1.0846209935228768,1.3094877431075456,1.0677441453837884,0.9368243732563254,1.3289116099887281,1.0848752048564976,1.081317668994019,1.2009759433170248,1.2299188863210326,1.2955657312428024,0.9822206247559933
2023-01-23,3382116.49,0.9980744583158484,3.38211649,3388641.460384615,80184.88,50174.7,46316.36,34804.01,12928.62,28577.51,46579.83,27354.12,130359.58,81120.37,102511.45999999999,12928.62,1.5702636831100691,1.5724602616186272,1.6275987981327926,1.466629989246228,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332378,1,1,0,0,0,0,0,0.0,-1.0236812865782152,1.355435935890642,-0.7896745594013224,0.9243262576495401,1.132726513575027,1.379599350404738,1.243166872507057,1.0223257021615775,1.1432830186214162,1.397339724528148,1.2580660519759057,1.0313460855611487,0.19229358241460423,0.4819776610059583,0.3636368838735078,0.06945167245936502,0.9178688105551526,1.2044753115687106,1.0541207529006655,0.9423160311539543,1.132726513575027,1.379599350404738,1.5497848760533015,1.2532270350721764,1.2806216231208196,1.5959472219926898,1.3993042880416864,0.7048334330939734,1.3346215423054242,1.3921623197116895,1.6463670211319559,0.5076704299110193,1.0800352563120337,1.198743196650298,1.4476907397554084,1.248218878926322,1.0223257021615775,1.3906055544867377,1.1676080853377895,1.1487475767100017,1.2438918145769502,1.3558981694917267,1.397975885695791,1.1170060417527032
2023-01-30,3417486.43,1.0085122518722034,3.4174864300000003,3388641.460384615,65809.74,38946.3,33142.69,24542.91,16739.89,29365.1,33627.24,22455.19,104756.04000000001,57685.600000000006,85447.53,16739.89,1.3254447512781224,1.3621974640624253,1.5532122080821236,1.2875104592372892,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393331,1,1,0,0,0,0,0,0.0,-0.950536238242684,1.4526324681632647,-0.7025926638632795,0.9409807848143965,1.2323252172778598,1.4163484290223491,1.3108735504333713,1.2530597743292637,1.2448653967523338,1.43502458400134,1.3274433670243349,1.2668439174822526,0.2111275763059396,0.4388525140075907,0.3494555225028662,0.22047248598205618,0.9980926630113027,1.2170273829061014,1.1033404444738222,1.144425572438599,1.2323252172778598,1.4163484290223491,1.2842832789132939,1.396028572608823,1.4073415348234735,1.6175765212888042,1.3561931929245419,1.4201870108801178,0.9662801467857222,1.0097386718215873,1.6007219442449991,0.6937217655371498,1.1674842064970494,1.3135981430877541,1.4772402165988199,1.2985683387203817,1.2530597743292637,1.4528267988725363,1.2072546323416278,1.2600704486177599,1.1005261076613906,1.0926778319503467,1.433421874434277,1.354096366104596
2023-02-06,3375334.59,0.9960730957995464,3.37533459,3388641.460384615,63162.41,43506.19,39244.44,18916.87,11833.09,28747.67,34045.49,27675.89,106668.6,58161.31,90469.04999999999,11833.09,1.3999301290964905,1.4794215902899683,1.5518642705595966,1.2126731305022862,0.9377970568010313,1.0585540516456033,1.403902353237593,0.1704646079805071,0,1,0,0,0,0,0,0.0,-0.8066056592598647,1.3219198902793932,-0.5784451409936595,0.9576353119792532,1.2665221835350091,1.3491889488167934,1.3210340037270714,1.2012402573952399,1.2797629801413966,1.3661652457707139,1.3378585787122923,1.2139125949574152,0.25525346261583703,0.3565033896204199,0.362758065800954,0.15859937844506236,1.0050200657993638,1.1052115156460802,1.086238839241465,1.0319957000402369,1.2665221835350091,1.3491889488167934,1.2026263425432226,1.2432999937376388,1.4312614173540632,1.4846580336578277,1.3359511027547657,0.7214642464606027,0.8964523199957264,1.3617266810677882,1.5287533529875583,1.4161643858984359,1.2413615302533547,1.296922871691378,1.3818928697483486,1.2848528361227758,1.2012402573952399,1.456845736813426,1.2130373422702552,1.283813808387716,0.9888659658919661,0.8787958767985794,1.3730843119896454,1.2230464710735982
2023-02-13,3364502.16,0.9928764076498446,3.3645021600000002,3388641.460384615,52940.68,40663.25,27473.12,17180.84,12819.72,28581.87,30476.6,25079.22,93603.93,44653.96,84137.69,12819.72,1.302791952524118,1.333658404250424,1.4269421633768382,1.3446642359624692,1.0585540516456033,0.9377970568010315,1.403902353237593,-0.17046460798050667,0,0,0,0,0,0,0,0.0,-0.7518648488926288,1.3953870622592517,-0.560358901151143,0.9742898391441096,1.1819880785855592,1.2732287209346853,1.3134200016656015,1.1450248784731867,1.193515078277797,1.2883375273052466,1.3300535678230838,1.156518383546944,0.21235107653436044,0.32813761320563106,0.4339055593973028,0.15912634574281836,0.873074225020466,0.984904972362993,1.0503107364294082,0.9187805768643661,1.1819880785855592,1.2732287209346853,1.047584874988198,1.1736720451272606,1.2756616331472375,1.3464702431282896,1.2938714610423234,0.7232962160176157,0.5604520020634368,1.0891782783833188,1.527449229182262,0.6732242433496528,1.1722985482515753,1.192557490138976,1.3144848751778642,1.1930779439111527,1.1450248784731867,1.4237600184544066,1.2452140339970206,1.2567647612729957,0.792600756961621,0.4598679105237009,1.2895366717393275,1.088963048629792
2023-02-20,3350684.69,0.9887988237090426,3.35068469,3388641.460384615,39059.13,35092.770000000004,32822.88,13123.73,8850.82,21941.14,17854.37,20176.02,74151.9,45946.61,59971.53,8850.82,1.2359223704069036,1.2195049029110203,1.362461145333705,1.203497543449817,1.1638749447610492,0.8033648691332378,1.3223126514448467,-0.5014870405393328,1,0,0,0,0,0,0,0.0,-0.5208680672136445,1.2239189729120996,-0.5471849733646184,0.9909443663089663,1.2302365950975696,1.3353625651790646,1.3334187344282562,1.1268933223400206,1.2427343052547593,1.3519945638863617,1.3505552616547105,1.138012708150875,0.22297139317874487,0.35806673547325996,0.40966899576436805,0.09566632862550238,0.9032015597009664,1.0373634593756078,1.0508257752154795,0.8536136110995658,1.2302365950975696,1.3353625651790646,0.5272462128080592,0.8910723717411433,1.3333599260933868,1.428489540883036,1.1634680301079248,-0.08481268322751143,-0.05247117624694356,0.9297008687041014,1.4065872907878763,0.7051706183494101,1.2555835125215917,1.1948586569343702,1.3274194540287463,1.3464364964629396,1.1268933223400206,1.370235313106196,1.3455765895224456,1.263611185037208,0.4621887039668846,0.12395496095756915,1.2677484908219738,1.0108658884715223
2023-02-27,3350916.79,0.9888673172344608,3.35091679,3388641.460384615,35755.61,28442.34,25502.66,12886.5,8004.63,18146.01,17612.63,12637.01,64197.95,38389.16,48395.65,8004.63,1.0991236257426484,0.9801770507394797,1.262901320548784,1.1391400956380195,1.2522239203637484,0.6572178126533428,1.1638749447610492,-0.8033648691332377,1,0,0,0,0,0,0,0.0,-0.27382656525460886,1.2385319687986054,-0.5146595132363065,1.0075988934738227,1.2022849392106947,1.2823874495593195,1.2951371540201033,1.198623604165549,1.2142178672932662,1.2977182994585117,1.3113144854289,1.2112404386868598,0.22957647409625737,0.3316676931485356,0.3992128603371766,0.23928282570877765,0.8443826943880447,0.9498735128311067,0.982017971674952,0.8972764759750643,1.2022849392106947,1.2823874495593195,-0.03128817006592305,0.6050957152131791,1.2728321101701308,1.3311704466123697,0.9981277746588387,-0.501597867217089,-0.534354221858512,0.5269582407118877,1.3442017492078489,-0.11155823625235604,1.25982069584696,1.1242858364588662,1.2444378647454966,1.3482476721597574,1.198623604165549,1.3290043934334033,1.3206562968814104,1.2113637062882565,0.07722106170515353,-0.3161767925324652,1.1402524296576577,1.0632645532048783
