semana_inicio,venta_neta_total_eur,Yt_indexed,level_year,inv_paid_search,inv_social_paid,inv_video_online,inv_display,inv_email_crm,inv_radio_local,inv_exterior,inv_prensa,inv_performance,inv_branding_digital,inv_offline_medios,inv_propios_y_exterior,logadstock_performance,logadstock_branding_digital,logadstock_offline_medios,logadstock_propios_y_exterior,fourier_sin1,fourier_cos1,fourier_sin2,fourier_cos2,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,incidencia_ecommerce_flag,festivo_local_intensidad,temperatura_media_c,lluvia_indice,turismo_indice,Yt_scaled
2021-02-22,2649383.16,0.998552398297444,2653223.9715384617,26044.06,25200.01,21808.01,10418.98,6717.73,15243.54,14313.23,14153.68,51244.07,32226.989999999998,29397.22,21030.96,-1.2748327646377051,-1.0126334408712578,-0.8692479666305711,-0.9251558169364702,1.1587966991071732,0.8174651747841882,1.3162013587609065,-0.4925152177904702,1,0,0,0,0,0,0,0.0,-0.5057269941655334,1.143136388793644,-0.5390157791714961,2.64938316
2021-03-01,2632623.72,0.9922357660870534,2653223.9715384617,42828.22,39770.4,35306.77,13106.17,11210.59,21896.77,23594.69,16566.75,82598.62,48412.939999999995,38463.520000000004,34805.28,-0.40855838309948284,-1.1213488654109538,-0.9831931114009713,-0.712289995796652,1.2468101524553232,0.6707478480471665,1.1583392922741322,-0.7955199999629758,1,0,0,0,0,0,1,0.0,-0.3950457330847353,1.2208308342126057,-0.5140773032456107,2.63262372
2021-03-08,2666274.29,1.0049186644631327,2653223.9715384617,42112.6,30988.86,22259.26,11875.13,9047.29,19599.18,19372.5,14712.4,73101.45999999999,34134.39,34311.58,28419.79,-0.5272631012941102,-0.6187734919780509,-0.7544481391653327,-0.7541262938438064,1.316632708078128,0.5144094097262893,0.9330827966625128,-1.0516618405880362,0,0,0,0,0,0,0,0.0142857142857142,-0.18671847721745236,1.0717487463706952,-0.5544538833160918,2.66627429
2021-03-15,2660038.27,1.002568308795125,2653223.9715384617,38960.96,28824.8,22555.5,11209.27,9673.48,13808.52,19688.49,14960.14,67785.76,33764.770000000004,28768.66,29361.97,-0.7133550265936387,-0.8524376708388719,-0.7530192943453793,-0.755522095407091,1.367246195887904,0.35072962629578025,0.6535229606769494,-1.24605470692623,0,0,0,0,0,0,0,0.0714285714285714,-0.04309354313830069,0.8235022454638239,-0.6839706704907054,2.66003827
2021-03-22,2654472.95,1.0004707399280786,2653223.9715384617,44045.98,35403.89,31256.83,16606.9,10575.55,24505.85,20474.75,14754.95,79449.87,47863.73,39260.8,31050.3,-0.39880538814790173,-0.9854350266466114,-0.9327349661654432,-0.7065272162997339,1.3979125572607365,0.18209531757282774,0.3359067858262629,-1.3674011921753029,1,0,0,0,1,1,0,0.0,0.13679313172320928,0.7353411908174375,-0.566774677969952,2.65447295
2021-03-29,2613702.64,0.9851044118542523,2653223.9715384617,41470.8,34882.56,26799.9,11353.89,8939.82,18822.91,27269.96,17918.5,76353.36,38153.79,36741.41,36209.78,-0.42851111847402085,-0.5735420566267398,-0.6996786413917182,-0.52260437086509,1.4081846075931772,0.010965551510006246,-0.0013070302950443746,-1.408649079689104,1,0,0,0,1,1,0,0.0,0.39086232204144367,0.873956669431923,-0.46650122268462085,2.61370264
2021-04-05,2661814.73,1.003237856492212,2653223.9715384617,33141.65,26553.96,24491.49,15049.27,7083.62,16653.29,17291.63,15245.42,59695.61,39540.76,31898.71,24375.25,-0.9469450470946045,-0.6933392896274893,-0.6428437639927947,-0.7388513054575733,1.3979125572607365,-0.1601642145528145,-0.3385208464163504,-1.3674011921753029,1,0,0,0,0,0,0,0.0,0.5015435831222413,0.6020932041144514,-0.49129125530142337,2.66181473
2021-04-12,2651683.68,0.9994194641858416,2653223.9715384617,48967.23,45182.24,26715.04,17754.86,12408.45,28695.09,25090.15,19168.71,94149.47,44469.9,47863.8,37498.600000000006,-0.02178989326964452,-0.7075122011330186,-0.7630714076942273,-0.5075818804778781,1.367246195887904,-0.3287985232757666,-0.6561370212670359,-1.2460547069262309,0,0,0,0,0,0,0,0.0571428571428571,0.727172192434704,0.2863504924204678,-0.5825096687327128,2.65168368
2021-04-19,2626359.81,0.989874898679253,2653223.9715384617,39438.32,34107.64,24519.81,15366.85,11344.16,19126.25,24547.9,20216.08,73545.95999999999,39886.66,39342.33,35892.06,-0.4333719841039598,-0.551593867803237,-0.3359280302555031,-0.39528861005598454,1.316632708078128,-0.49247830670627624,-0.9356968572526002,-1.0516618405880362,1,0,0,0,0,0,1,0.0428571428571428,0.8821733589161628,0.38833283873896673,-0.40987010026958925,2.62635981
2021-04-26,2630482.35,0.9914286838267652,2653223.9715384617,52374.4,39002.15,33437.14,17269.93,8583.37,23740.7,30436.89,19089.92,91376.55,50707.07,42830.619999999995,39020.26,-0.00612843586824622,-0.6246572125958153,-0.3449651652335328,-0.2309743770208875,1.2468101524553235,-0.6488167450271534,-1.1609533528642197,-0.7955199999629762,1,0,0,0,0,0,0,0.0,0.9736572278180639,-0.2258424232344121,-0.592084262168544,2.6304823500000003
2021-05-03,2658321.59,1.0019212921774494,2653223.9715384617,38352.79,31119.31,27822.03,12086.7,5473.05,18400.66,25207.06,21675.79,69472.1,39908.729999999996,40076.45,30680.11,-0.5515127953882069,-0.3117475382914363,-0.2456809451544659,-0.34815622310285915,1.1587966991071734,-0.7955340717641751,-1.3188154193509942,-0.4925152177904709,1,0,0,0,0,0,0,0.0,1.0532908546342274,0.008180224106984768,-0.6677903498006963,2.65832159
2021-05-10,2669164.22,1.0060078789550118,2653223.9715384617,39536.78,32478.86,27055.289999999997,17843.13,7358.06,18443.47,20893.24,18171.52,72015.64,44898.42,36614.990000000005,28251.300000000003,-0.5889323444559688,-0.5015292947255848,-0.26862038321742165,-0.5005862792282946,1.0538757823725309,-0.9304908179148688,-1.4001086872139767,-0.16025703063281627,0,0,0,0,0,0,0,0.0,1.2765494155295416,-0.36526302563562246,-0.5580907443886169,2.6691642200000003
2021-05-17,2656669.73,1.0012987062149676,2653223.9715384617,31097.01,22296.38,27137.71,12345.97,7991.55,16992.75,15367.04,16219.13,53393.39,39483.68,33211.88,23358.59,-1.1877293780201321,-0.43648591104370654,-0.3869026982382024,-0.753069939457185,0.933577385478715,-1.051719010224231,-1.4001086872139767,0.18194492338175663,0,0,0,0,0,0,0,0.0,1.261618110501511,-0.45852319759793414,-0.7193743997069177,2.65666973
2021-05-24,2687128.29,1.012778536160247,2653223.9715384617,48881.42,35244.62,29695.83,16355.18,11130.56,27092.46,28195.79,21281.33,84126.04000000001,46051.01,48373.79,39326.35,-0.34856992186950925,-0.5793907844627512,-0.5643831685376924,-0.4649294434010223,0.7996557299408368,-1.157450868666276,-1.3188154193509942,0.5142031105394111,1,0,0,0,0,0,0,0.0,1.2625661298683697,-0.58908743834517,-0.5779821478056921,2.68712829
2021-05-31,2654657.19,1.0005401799761018,2653223.9715384617,43783.28,35225.79,31839.16,16393.760000000002,10414.5,24544.16,23864.93,17817.43,79009.07,48232.92,42361.59,34279.43,-0.34056250877356165,-0.43782131370529753,-0.2082779218280915,-0.4113371299697608,0.6540636950619438,-1.2461445846575077,-1.1609533528642206,0.8172078927119153,1,0,0,0,0,0,0,0.0,1.3521539600365529,-0.8440433041414167,1.3751606914492964,2.65465719
2021-06-07,2670759.43,1.0066091135349462,2653223.9715384617,34007.5,26294.57,23036.44,13373.38,9270.07,18870.83,23096.64,17097.68,60302.07,36409.82,35968.51,32366.71,-0.9084164004992124,-0.2993114080817698,-0.17835868609171784,-0.4280791470017943,0.4989243405552797,-1.3165068040979206,-0.9356968572526011,1.0733497333369764,0,0,0,0,0,0,1,0.0,1.3613971488634293,-0.8573278466223788,1.7461205208468429,2.6707594300000004
2021-06-14,2662975.19,1.0036752338159691,2653223.9715384617,32553.22,29548.44,22255.28,11406.38,10879.82,14834.16,21227.57,11614.15,62101.66,33661.659999999996,26448.309999999998,32107.39,-0.970201823087467,-0.6093929059656608,-0.3511621210639453,-0.4471898407839744,0.3364999475529547,-1.3675114873861527,-0.6561370212670364,1.2677425996751714,0,0,0,0,0,0,0,0.0142857142857142,1.452170003240186,-1.0013108171483647,1.8551521313680506,2.66297519
2021-06-21,2659591.42,1.0023998910494714,2653223.9715384617,29719.97,23521.03,22013.03,8213.42,6601.93,14531.35,16779.11,11733.75,53241.0,30226.449999999997,26265.1,23381.04,-1.274710740944648,-0.863757451447,-0.7563689271763249,-0.7136229783490387,0.16915902945282368,-1.3984148713873175,-0.33852084641635094,1.3890890849242437,1,0,0,0,0,0,0,0.0714285714285714,1.4016879719549398,-0.9911125825165147,1.7579959855734557,2.65959142
2021-06-28,2629656.68,0.9911174888395132,2653223.9715384617,57240.98,55053.6,40703.16,15878.88,11256.62,32080.04,38800.11,23858.94,112294.58,56582.04,55938.979999999996,50056.73,0.410587025113833,-1.1161452979486035,-1.0180193927656878,-0.14017550095928957,-0.0006582063402838365,-1.4087663151743177,-0.0013070302950430152,1.430336972438045,1,1,0,0,0,1,0,0.0,1.2348365633877412,-1.1367058006159507,1.694313805976998,2.62965668
2021-07-05,2680087.95,1.0101250323190625,2653223.9715384617,86151.38,58594.49,48880.64,34688.21,20969.57,35571.91,45336.59,37573.76,144745.87,83568.85,73145.67000000001,66306.16,1.455821260885053,-0.35238998895386714,-0.23367083147848233,0.642289961758137,-0.17047544213339016,-1.3984148713873175,0.33590678582626243,1.3890890849242437,1,1,0,0,0,1,0,0.0,1.329401495231935,-1.2097036906123488,1.8289518873149626,2.6800879500000003
2021-07-12,2663976.06,1.004052461675636,2653223.9715384617,76310.45,54124.9,53477.83,28941.98,22280.89,38990.56,41882.9,31255.370000000003,130435.35,82419.81,70245.93,64163.79,1.3331599809026322,0.7599885574306836,0.6591291296026663,1.093684016688532,-0.33781636023352113,-1.3675114873861527,0.6535229606769478,1.2677425996751719,0,1,0,0,0,1,0,0.0,1.199285837130526,-1.620719383735456,1.7116074514851265,2.66397606
2021-07-19,2634503.87,0.9929443945406512,2653223.9715384617,64237.71,52226.89,37988.25,17438.02,10407.42,25712.59,36782.93,23704.02,116464.6,55426.270000000004,49416.61,47190.35,0.9863304499542989,1.2230217055182098,1.0719628673374184,1.0117077454194274,-0.5002407532358463,-1.3165068040979206,0.9330827966625128,1.0733497333369768,1,1,0,0,0,1,0,0.0,1.1096980069623423,-1.4050803961909468,1.709306580194345,2.63450387
2021-07-26,2649642.4,0.99865010584222,2653223.9715384617,49461.27,39680.81,31890.48,16423.97,10621.37,29110.58,31587.21,20552.75,89142.07999999999,48314.45,49663.33,42208.58,0.22531774545306726,0.7613913489792249,0.7976516842060273,0.836749397971272,-0.6553801077425093,-1.2461445846575083,1.1583392922741313,0.8172078927119181,1,1,0,0,0,1,0,0.0,1.0525798401090831,-1.5422198145297696,1.828432335733173,2.6496424
2021-08-02,2648706.02,0.9982971842607612,2653223.9715384617,36803.88,25873.69,21368.19,11497.8,8141.72,15306.47,17684.5,17348.23,62677.56999999999,32865.99,32654.699999999997,25826.22,-0.7065916374520964,0.3177910240959841,0.6339079743640218,0.30517735439359234,-0.8009721426214033,-1.157450868666276,1.3162013587609065,0.5142031105394118,1,1,0,0,0,1,0,0.0,0.9504307533300169,-1.3463063597600224,1.8137364481339908,2.64870602
2021-08-09,2636053.94,0.99352861585654,2653223.9715384617,47025.96,38472.76,33219.08,20498.37,12183.12,25004.6,31568.45,21834.32,85498.72,53717.45,46838.92,43751.57,-0.22219626188927744,-0.3900922919221604,0.06713359500331735,0.37613853111282664,-0.9348937981592815,-1.0517190102242313,1.397494626623889,0.18194492338175725,0,1,0,0,0,1,0,0.0,0.7376004054701524,-1.1587125174530994,1.6374600185983414,2.63605394
2021-08-16,2650913.82,0.9991293039851732,2653223.9715384617,39313.76,27154.73,26984.79,13068.22,9192.44,15933.71,20116.24,15899.41,66468.49,40053.01,31833.12,29308.68,-0.6897251595895297,-0.10657871991691452,0.11504066165445928,0.053059554201194424,-1.0551921950530974,-0.9304908179148689,1.397494626623889,-0.16025703063281554,0,0,0,0,0,1,0,0.0428571428571428,0.693991514594635,-1.2839092662888356,1.7064861573217749,2.65091382
2021-08-23,2658961.01,1.002162289547765,2653223.9715384617,38036.56,36072.28,25912.379999999997,18403.62,7644.04,19935.06,19120.85,19014.52,74108.84,44316.0,38949.58,26764.89,-0.5531464016189139,-0.39045620466596326,-0.2918462850712729,-0.25224774359526897,-1.1601131117877401,-0.7955340717641753,1.3162013587609065,-0.4925152177904702,1,0,0,0,0,1,0,0.0714285714285714,0.5188449365674199,-1.2306369090671987,1.7966654675894853,2.6589610099999996
2021-08-30,2630292.02,0.9913569484580056,2653223.9715384617,38162.85,29523.0,26946.04,15904.73,5449.9,13810.09,16739.69,18716.47,67685.85,42850.770000000004,32526.56,22189.589999999997,-0.7217656084593128,-0.39981752021733674,-0.33028169463350404,-0.6059165330383114,-1.2481265651358897,-0.6488167450271543,1.1583392922741331,-0.7955199999629744,1,0,0,0,0,1,0,0.0,0.3022225112401193,-1.252106876713199,-0.017979764291388877,2.63029202
2021-09-06,2654202.17,1.000368682957802,2653223.9715384617,35818.28,33078.72,20893.09,14899.26,6450.8,23329.85,22339.14,18945.22,68897.0,35792.35,42275.07,28789.94,-0.71848765686514,-0.4514403085474237,-0.5507697670072874,-0.6681872429828254,-1.3179491207586949,-0.49247830670627696,0.9330827966625134,-1.0516618405880356,0,0,0,0,0,0,0,0.0,0.0853630810711043,-1.2419086420813488,-0.7888458683575986,2.65420217
2021-09-13,2659545.48,1.0023825762654603,2653223.9715384617,37993.75,39277.98,31552.31,15390.93,12171.11,20804.44,24447.38,19212.52,77271.73000000001,46943.240000000005,40016.96,36618.490000000005,-0.4641389292655884,-0.7094002868781253,-0.3834347524855295,-0.4847466944297672,-1.368562608568471,-0.3287985232757669,0.6535229606769487,-1.2460547069262307,0,0,0,0,0,0,0,0.0,-0.06916407572692565,-0.8377365011454044,-0.6237026870031488,2.65954548
2021-09-20,2645763.57,0.997188174983156,2653223.9715384617,43042.74,29188.88,34259.68,11965.66,9075.31,17629.5,20473.53,20909.68,72231.62,46225.34,38539.18,29548.839999999997,-0.5647383378572959,-0.4722374678539428,-0.35301637374879524,-0.5604411251937303,-1.3992289699413032,-0.16016421455281551,0.33590678582626443,-1.3674011921753024,1,0,0,0,0,0,0,0.0,-0.1665730656716965,-0.7530643162414927,-0.6015104122952925,2.6457635699999997
2021-09-27,2687229.3,1.0128166068248736,2653223.9715384617,43025.89,33129.25,26662.91,15456.58,9383.93,20923.31,24331.34,20270.22,76155.14,42119.49,41193.53,33715.270000000004,-0.4673941437015997,-0.37964364599152495,-0.37958894171898544,-0.4936745008892811,-1.4095010202737441,0.010965551510006213,-0.0013070302950434038,-1.408649079689104,1,0,0,0,0,0,0,0.0,-0.37229326828011705,-0.6247812595566448,-0.5980219945318501,2.6872293
2021-10-04,2655858.21,1.000992844362103,2653223.9715384617,51894.28,47863.2,33732.35,20150.56,13182.31,30959.94,26727.55,23775.69,99757.48,53882.91,54735.63,39909.86,0.21522696399212998,-0.4647813764812159,-0.3152143239827815,-0.2733912776897925,-1.3992289699413032,0.182095317572828,-0.3385208464163512,-1.3674011921753029,1,0,0,0,0,0,0,0.0,-0.565926223961085,-0.506830624801434,-0.6045535001314867,2.65585821
2021-10-11,2637151.9,0.9939424369330032,2653223.9715384617,42918.16,37372.07,26489.49,15573.83,7397.21,19208.32,22073.29,15167.58,80290.23000000001,42063.32,34375.9,29470.5,-0.18734955549309226,-0.13713557073910887,0.11647657382864156,-0.4124524467794584,-1.368562608568471,0.3507296262957793,-0.6561370212670355,-1.246054706926231,0,0,0,0,0,0,0,0.0,-0.6156972407211869,-0.5779498926288076,-0.6645988186554195,2.6371519
2021-10-18,2643021.59,0.9961547228398716,2653223.9715384617,53988.57,37320.88,35698.42,18303.19,13345.11,28863.89,32818.73,24423.7,91309.45,54001.61,53287.59,46163.840000000004,0.038768248742780655,-0.342542378057722,-0.2151148567636969,-0.04817967884994117,-1.3179491207586949,0.5144094097262893,-0.9356968572526003,-1.0516618405880362,0,0,0,0,0,0,0,0.0,-0.804590099567859,-0.13472924803670092,-0.6303826359118679,2.64302159
2021-10-25,2673883.66,1.007786635686681,2653223.9715384617,41400.15,33753.28,25424.0,13792.91,8873.86,21501.59,21367.08,13561.38,75153.43,39216.91,35062.97,30240.940000000002,-0.3731687581846394,-0.07516354366313795,0.13232715095883785,-0.2296575114135276,-1.2481265651358906,0.6707478480471656,-1.1609533528642189,-0.7955199999629774,1,0,0,0,0,0,0,0.0,-0.9799736824367891,-0.007519689734153117,-0.5943851334593251,2.67388366
2021-11-01,2635269.07,0.9932327983875214,2653223.9715384617,42388.53,25553.98,32961.88,13999.34,10076.69,20212.65,25464.1,19222.41,67942.51,46961.22,39435.06,35540.79,-0.6764999200919419,-0.40063483351215207,-0.18480633618399195,-0.2123028010363175,-1.160113111787741,0.8174651747841868,-1.318815419350993,-0.4925152177904736,1,0,0,0,0,0,0,0.0,-1.1337898247096747,0.27910437833994395,-0.48950993559243183,2.6352690699999997
2021-11-08,2635253.5,0.9932269300551956,2653223.9715384617,52616.33,31241.22,31329.96,13218.36,10637.25,27715.19,29961.15,19742.68,83857.55,44548.32,47457.869999999995,40598.4,-0.26365931298334955,-0.32102866805712893,-0.2509933233751336,-0.06272726580232707,-1.0551921950530974,0.952421920934882,-1.4001086872139767,-0.1602570306328154,0,0,0,0,0,0,0,0.0,-1.2022842239652438,0.14934526137943246,-0.643074538838435,2.6352535
2021-11-15,2619596.77,0.9873259091960628,2653223.9715384617,54069.63,46358.869999999995,42870.16,21942.77,11892.13,29914.64,29439.88,23147.03,100428.5,64812.93000000001,53061.67,41332.01,0.2700919761113575,-0.3575941053046083,-0.054691930050892235,0.059544901486099915,-0.9348937981592825,1.0736501132442435,-1.4001086872139767,0.18194492338175494,0,0,1,0,0,0,1,0.0,-1.2567953375596412,0.656304872420601,-0.5534890018070544,2.61959677
2021-11-22,2656401.63,1.0011976593365752,2653223.9715384617,45912.02,39890.49,35543.14,19225.48,12351.3,25554.47,31035.01,22403.89,85802.51,54768.619999999995,47958.36,43386.31,-0.021074367445822244,0.23771469658866182,0.2178841707215242,0.19737168688319306,-0.8009721426214038,1.1793819716862888,-1.3188154193509942,0.5142031105394108,1,0,1,0,0,0,1,0.0,-1.3935471312290635,0.5774027413215518,-0.6383985746023315,2.65640163
2021-11-29,2650310.8,0.9989020257732812,2653223.9715384617,43866.27,34835.409999999996,34445.9,16894.67,11274.99,21935.7,20451.23,14346.34,78701.68,51340.57,36282.04,31726.22,-0.2826499674049654,0.2318971353630498,0.23633578704809474,-0.012612559981768592,-0.6553801077425099,1.2680756876775212,-1.1609533528642195,0.8172078927119172,1,0,1,1,0,0,1,0.0,-1.4672556370023575,0.9521878640420345,-0.6129405470946566,2.6503107999999997
2021-12-06,2650720.46,0.9990564266095447,2653223.9715384617,53411.48,44053.14,42308.05,19630.4,16569.04,25671.02,32643.42,20200.01,97464.62,61938.450000000004,45871.03,49212.46,0.187649627736631,0.12907019754256105,-0.08363613251817494,0.2984736095229251,-0.5002407532358466,1.3384379071179335,-0.9356968572526013,1.0733497333369761,0,0,0,1,0,0,0,0.0,-1.492141145382408,0.8993180687137604,-0.6823377940907961,2.65072046
2021-12-13,2639445.34,0.9948068343697074,2653223.9715384617,73109.52,46290.47,49934.45,23536.63,13932.96,34207.630000000005,31821.04,21850.85,119399.99,73471.08,56058.48,45754.0,0.832476617451576,0.3834483181227656,-0.0020928274404889416,0.4219776173200272,-0.3378163602335217,1.3894425904061656,-0.6561370212670368,1.2677425996751712,0,0,0,1,0,0,0,0.0,-1.4336009494788597,1.0230387572738335,-0.45432887133984334,2.63944534
2021-12-20,2671928.92,1.0070498942653123,2653223.9715384617,43091.35,41492.02,28697.23,17838.18,7581.71,20461.09,26404.22,15534.09,84583.37,46535.41,35995.18,33985.93,0.06764110937389292,0.8186944631715989,0.3305845260041067,0.20885237982538649,-0.1704754421333913,1.4203459744073303,-0.3385208464163525,1.3890890849242432,1,0,0,1,0,1,0,0.0,-1.405397373314802,1.1895651938281193,-0.5958695665501517,2.67192892
2021-12-27,2790771.71,1.0518417366709458,2653223.9715384617,71381.58,57036.82,51182.61,25832.22,15806.77,41673.9,34831.979999999996,30413.71,128418.4,77014.83,72087.61,50638.75,1.0264393459879577,0.29785036285220395,-0.03241427670679435,0.4831690497061147,-0.0006582063402824772,1.4306974181943308,-0.0013070302950421088,1.430336972438045,1,0,0,0,0,1,0,0.0,-1.3980502232216443,1.1489064425985072,-0.5632120385519682,2.79077171
2022-01-03,3081462.18,0.9960884571258004,3093562.7834615386,58352.52,48767.51,38044.29,21764.96,12601.26,31528.74,33845.74,23616.38,107120.03,59809.25,55145.12,46447.0,0.6956170662152442,0.8722436440601249,0.7383532570363031,0.5666080382026318,0.16915902945282368,1.4203459744073303,0.33590678582626304,1.3890890849242437,1,1,0,0,0,0,0,0.0,-1.3883330247113388,1.5226180669366896,-0.7253121320702238,3.0814621800000004
2022-01-10,3106483.71,1.0041767138548272,3093562.7834615386,55518.91,37100.46,32614.88,24748.9,11967.51,25922.23,28287.08,21379.47,92619.37,57363.78,47301.7,40254.590000000004,0.2538550435065283,0.6943264494138524,0.7398041182710274,0.47163852235498854,0.3364999475529548,1.3894425904061656,0.6535229606769487,1.2677425996751712,0,1,0,0,0,0,0,0.0,-1.3660545695901498,1.184600263809982,-0.7231597040885254,3.10648371
2022-01-17,3074738.36,0.9939149696388332,3093562.7834615386,60119.04,53718.35,32969.45,29471.64,16501.77,26264.8,37369.8,33948.24,113837.39,62441.09,60213.03999999999,53871.57000000001,0.7085734199471683,0.536414748031557,0.5361475120895014,0.7392190378448883,0.49892434055527946,1.3384379071179335,0.9330827966625128,1.0733497333369768,0,1,0,0,0,0,0,0.0,-1.1719476042257528,1.5443564091782638,-0.622144032257781,3.07473836
2022-01-24,3091825.26,0.9994383422664548,3093562.7834615386,63390.15,45911.35,31796.08,19886.86,7371.24,27346.86,32100.51,29171.05,109301.5,51682.94,56517.91,39471.75,0.6842721963184379,0.5961855472061915,0.7504820309537902,0.5753287602821445,0.6540636950619432,1.268075687677521,1.158339292274132,0.8172078927119167,1,1,0,0,0,0,0,0.0,-1.0389878880237668,1.3735359790947783,-0.6657863651280806,3.09182526
2022-01-31,3091341.22,0.9992818754242148,3093562.7834615386,62391.56,42919.66,39341.34,16366.43,10330.59,29351.29,41079.96,21634.22,105311.22,55707.77,50985.51,51410.55,0.5796201114345859,0.3264913804131487,0.7822082082359759,0.7505044765809881,0.7996557299408368,1.1793819716862888,1.3162013587609065,0.5142031105394111,1,1,0,0,0,0,0,0.0,-0.9176414090658044,1.506783965797765,-0.6190267227670453,3.0913412200000003
2022-02-07,3113532.81,1.0064553487148291,3093562.7834615386,43997.09,38529.36,31630.08,19203.17,8722.35,26254.99,24541.27,20802.01,82526.45,50833.25,47057.0,33263.62,-0.04545675057498717,0.30338399130402677,0.658877304876849,0.4293253234230122,0.933577385478715,1.073650113244244,1.397494626623889,0.18194492338175636,0,1,0,0,0,0,0,0.0,-0.8211804384878928,1.2936945369112174,-0.5842167667871635,3.11353281
2022-02-14,3046888.84,0.984912559812569,3093562.7834615386,54780.74,40411.79,38620.14,16439.3,13417.64,23088.59,27302.03,25609.49,95192.53,55059.44,48698.08,40719.67,0.17161640836007108,0.15065433989821625,0.4796663618194188,0.386263606412569,1.0538757823725307,0.952421920934882,1.397494626623889,-0.16025703063281527,0,0,0,0,0,0,0,0.0,-0.6268364682817811,1.5179215115141267,-0.6277848780029217,3.04688884
2022-02-21,3118630.85,1.008103299752789,3093562.7834615386,29701.39,26326.04,21226.14,10813.19,5897.49,13881.99,14825.13,13269.61,56027.43,32039.33,27151.6,20722.62,-0.9279391009150224,0.19693344873212876,0.4141856123870204,-0.17033283770689467,1.1587966991071732,0.8174651747841882,1.3162013587609065,-0.4925152177904702,1,0,0,0,0,0,0,0.0,-0.584412601614837,1.2062044187537688,-0.513706194972904,3.11863085
2022-02-28,3085441.55,0.9973747959779722,3093562.7834615386,48337.86,30776.9,29968.76,15677.86,10859.79,19803.68,25098.88,17657.98,79114.76000000001,45646.619999999995,37461.66,35958.67,-0.4490182301285418,-0.48393427874235023,-0.2373112187127842,-0.159413654795486,1.2468101524553232,0.6707478480471665,1.1583392922741322,-0.7955199999629758,1,0,0,0,0,0,1,0.0,-0.3914906604590136,1.0292113729720584,-0.5623956003520136,3.0854415499999996
2022-03-07,3120569.43,1.0087299493913109,3093562.7834615386,36889.32,30620.61,26696.25,16212.13,8309.55,19573.76,19304.57,14057.62,67509.93,42908.38,33631.38,27614.12,-0.705665163160801,-0.40384848725078787,-0.3421285953001025,-0.3829826794069015,1.316632708078128,0.5144094097262893,0.9330827966625128,-1.0516618405880362,0,0,0,0,0,0,0,0.0,-0.25070978448044046,1.0928161521233324,-0.5967602264046475,3.12056943
2022-03-14,3074141.12,0.9937219106832522,3093562.7834615386,48807.37,39074.05,32066.16,22331.89,12077.81,23291.29,27224.71,22228.51,87881.42000000001,54398.05,45519.8,39302.52,-0.15427071345835455,-0.4516191840504087,-0.5237167714680611,-0.21478988616881853,1.367246195887904,0.35072962629578025,0.6535229606769494,-1.24605470692623,0,0,0,0,0,0,0,0.0857142857142857,-0.0009066813130720997,0.990967993102622,-0.5871856329688165,3.07414112
2022-03-21,3081590.36,0.9961298915523732,3093562.7834615386,60051.43,44583.14,31927.34,16882.35,11038.15,32749.84,38067.77,17866.559999999998,104634.57,48809.69,50616.399999999994,49105.92,0.40033177623345406,-0.11514098379825362,-0.2698879187508449,0.16094121338871167,1.3979125572607365,0.18209531757282774,0.3359067858262629,-1.3674011921753029,1,0,0,0,0,0,1,0.0,0.2569545864725984,0.7067592963887,-0.7221206009249468,3.08159036
2022-03-28,3069932.72,0.9923615374519416,3093562.7834615386,52266.61,45645.11,37622.52,19371.93,12539.98,20869.84,27657.95,19539.01,97911.72,56994.45,40408.85,40197.93,0.3319087063904034,-0.1217457366793032,0.025243698189705982,0.18476966600456599,1.4081846075931772,0.010965551510006246,-0.0013070302950443746,-1.408649079689104,1,0,0,0,0,0,0,0.0,0.28421014326979704,0.5524439039330775,-0.6812244692726764,3.06993272
2022-04-04,3131012.59,1.0121057205428872,3093562.7834615386,43791.7,32638.61,30114.8,14886.93,7568.48,17987.9,20277.83,14150.26,76430.31,45001.729999999996,32138.160000000003,27846.31,-0.27257407000748696,0.12032417172361891,-0.09450174332799446,-0.1262875799974282,1.3979125572607365,-0.1601642145528145,-0.3385208464163504,-1.3674011921753029,1,0,0,0,1,1,0,0.0,0.49277440397879496,0.37639016923588003,-0.7417151177238569,3.1310125899999997
2022-04-11,3071054.0,0.9927239933251484,3093562.7834615386,39280.25,31432.61,25624.63,14426.21,10159.7,21038.65,22625.18,13135.21,70712.86,40050.84,34173.86,32784.880000000005,-0.5710468388688711,-0.11801577146734482,-0.4154098666213683,-0.21535545869649103,1.367246195887904,-0.3287985232757666,-0.6561370212670359,-1.2460547069262309,0,0,0,0,1,1,0,0.0428571428571428,0.6001375972755859,0.25199854418686846,-0.38270497470746406,3.071054
2022-04-18,3079957.05,0.9956019210166748,3093562.7834615386,35931.15,29703.65,25423.39,14267.49,5919.0,18889.0,18309.37,15191.73,65634.8,39690.88,34080.729999999996,24228.37,-0.789219608936617,-0.39649961405573414,-0.5518673271461664,-0.5199394645516063,1.316632708078128,-0.49247830670627624,-0.9356968572526002,-1.0516618405880362,0,0,0,0,0,0,0,0.0571428571428571,0.8174710371280303,-0.011679495965565497,-0.6113818923492887,3.07995705
